establecimiento_nombre,provincia_nombre,establecimiento_id,localidad_nombre,departamento_nombre,cp
HOGAR GERIATRICO SOR TERESA DE CALCUTA,BUENOS AIRES,15064762207124,LOBERIA,LOBERÍA,7635
HOGAR CON CENTRO DE DIA - PEQUEÑO COTTOLENGO DON ORIONE,TUCUMÁN,14900842396926,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
VITA,CHUBUT,50260072329372,PUERTO MADRYN,BIEDMA,9120
HOGAR GERIATRICO SUYAI,BUENOS AIRES,15067912307285,TANDIL,TANDIL,7000
CENTRO EDUCATIVO TERAPEUTICO PARA LA INFANCIA Y LA ADOLESCENCIA INSTITUTO LEO KANNER,TUCUMÁN,50901192396955,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4107
CENTRO DE INTEGRACION COMUNITARIA (CIC) - LOS NUÑEZ,SANTIAGO DEL ESTERO,50861472292878,LOS NUÑEZ,RÍO HONDO,4201
UPAS N° 30 - BARRIO LOS CORTADEROS,CÓRDOBA,50140142233266,CORDOBA,CAPITAL,5000
NUEVO CENTRO MEDICO TRINIDAD QUILMES,BUENOS AIRES,50060582307340,QUILMES,QUILMES,1878
SOLES DE ABRIL (D),BUENOS AIRES,52065682307355,HAEDO,MORÓN,1706
O.S.E.P. SUBDELEGACION RIVADAVIA.-,MENDOZA,50500842758811,RIVADAVIA,RIVADAVIA,5577
CENTRO DE SALUD RINCON POTREROS,SANTA FE,50820632286263,RINCON NORTE,LA CAPITAL,3001
ASISTIR CENTRO MEDICO - SAN MARTIN.-,MENDOZA,53500982358839,CIUDAD DE SAN MARTIN,SAN MARTÍN,5570
SERVICIOS EMERGENCIA COORDINADO.-,MENDOZA,53500212158856,9A. SECCION,CAPITAL,5500
POSTA PLAZA LOS AVIADORES (EX DR RENE FAVALORO),BUENOS AIRES,50060282206810,LONGCHAMPS,ALMIRANTE BROWN,1854
CENTRO DE DIA PRISMA,BUENOS AIRES,52064412306859,LA PLATA,LA PLATA,1900
CENTRO DE SALUD NUESTRA SEÑORA DE ITATI-BARRIO EL ROCIO,BUENOS AIRES,50066382206881,DEL VISO,PILAR,1669
CENTRO EDUCATIVO TERAPEUTICO Y CENTRO DE ESTIMULACION TEMPRANA ANDU AVY (D),BUENOS AIRES,52067602306882,BELLA VISTA,SAN MIGUEL,1661
CENTRO DE ATENCION PRIMARIA JUAN XXIII,BUENOS AIRES,50064202206883,SAN CLEMENTE DEL TUYU,LA COSTA,7105
ESTAR -  (CENTRO DE INTERNACION DOMICILIARIA),BUENOS AIRES,53068612306981,FLORIDA,VICENTE LÓPEZ,1602
HOGAR GERIATRICO GENERAL CONESA,BUENOS AIRES,15068122206982,GENERAL CONESA,TORDILLO,7101
CENTRO MEDICO Y ODONTOLOGICO DR. EDUARDO COMOTTI,TUCUMÁN,50900842396910,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
SALA PERIFERICA MUNICIPAL ALBERTO MENDITEGUY,BUENOS AIRES,50067422207135,SAN CAYETANO,SAN CAYETANO,7521
FUTURO ABIERTO,BUENOS AIRES,52068612307173,OLIVOS,VICENTE LÓPEZ,1636
CENTRO DE DIA MIL FORMAS (D),BUENOS AIRES,52064412307211,LA PLATA,LA PLATA,1900
CENTRO DE SALUD N° 5 - BARRIO YOFRE NORTE,CÓRDOBA,50140142233204,CORDOBA,CAPITAL,5000
O.S.E.P. CLINICA ODONTOLOGICA.-,MENDOZA,50500072858805,2A. SECCION,CAPITAL,5500
CRUZ VERDE.-,MENDOZA,53501052358848,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),SAN RAFAEL,5600
LAVALLE VACUNATORIO ZONAL OLGA A. GIANARDI.-,MENDOZA,53500562158865,VILLA TULUMAYA,LAVALLE,5533
CENTRO MEDICO KINESIC ARTEMIS,CHACO,50221402326706,RESISTENCIA,SAN FERNANDO,3500
CENTRO DE INTEGRACION COMUNITARIA (CIC) - REAL SAYANA,SANTIAGO DEL ESTERO,50860282292872,REAL SAYANA,AVELLANEDA,4334
CENTRO DE INTERNACION DOMICILIARIA CARMEN DE ARECO SA,BUENOS AIRES,53061612306762,CARMEN DE ARECO,CARMEN DE ARECO,6725
HOGAR GERIATRICO,BUENOS AIRES,15063512206774,GENERAL PINTO,GENERAL PINTO,6050
POLICLINICA AURORA,BUENOS AIRES,50065602306780,MORENO,MORENO,1744
HOGAR GERIATRICO,BUENOS AIRES,15061962206800,CORONEL FALCON,CORONEL PRINGLES,7530
CRIBE (D),BUENOS AIRES,14065682306877,MORON,MORÓN,1708
CENTRO DE DIA PARA JOVENES CON DISCAPACIDAD MENTAL,BUENOS AIRES,52066092207040,PEHUAJO,PEHUAJÓ,6450
HOGAR GERIATRICO,BUENOS AIRES,15061892207041,EL PERDIDO,CORONEL DORREGO,8156
CAPS N° 4,BUENOS AIRES,50068752207042,MAYOR BURATOVICH,VILLARINO,8146
HOGAR GERIATRICO EMILIA MOUTIER DE PIRAN,BUENOS AIRES,15065182207062,GENERAL PIRAN,MAR CHIQUITA,7172
COMUNIDAD TERAPEUTICA ANNANKA,BUENOS AIRES,13064902307063,TEMPERLEY,LOMAS DE ZAMORA,1834
CENTRO DE DIAGNOSTICO POR IMAGENES IDAC,BUENOS AIRES,51060352307094,VILLA DOMINICO,AVELLANEDA,1874
EL DESCANSO DE MIS ABUELOS HOGAR GERIATRICO.-,MENDOZA,15501052358873,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),SAN RAFAEL,5600
UNIDAD SANITARIA DE ORIENTE,BUENOS AIRES,50061892207102,ORIENTE,CORONEL DORREGO,7509
CLINICA DE LA SALUD Y EL TRABAJO,CÓRDOBA,10140142333233,CORDOBA,CAPITAL,5000
CENTRO DE SALUD GUEMES,SALTA,50661262173626,SAN RAMON DE LA NUEVA ORAN,ORÁN,4530
CENTRO ODONTOLOGICO DR. RIZZATO,TUCUMÁN,50900842396901,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO INTEGRADOR COMUNITARIO (FELICIANO),ENTRE RÍOS,50300422242637,SAN JOSE DE FELICIANO,FELICIANO,3187
MI SENDA CENTRO EDUCATIVO TERAPEUTICO (D),BUENOS AIRES,52068402306715,CASEROS,TRES DE FEBRERO,1678
CENTRO DE DIA Y HOGAR PUENTES DE CHILAVERT (H),BUENOS AIRES,14063712306870,VILLA BALLESTER,GENERAL SAN MARTÍN,1653
CENTRO DE DIA CUMELEN (D),BUENOS AIRES,52063712306906,VILLA BALLESTER,GENERAL SAN MARTÍN,1653
SERVICIO DE AMBULANCIA PARA TRASLADO DE PACIENTES SIN RIESGO DE VIDA,BUENOS AIRES,53068052306920,DON TORCUATO OESTE,TIGRE,1611
CENTRO EDUCATIVO Y TERAPEUTICO SAN MARTIN DE PORRES TUCUMAN,TUCUMÁN,50901192396906,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4107
ESTABLECIMIENTO GERIATRICO SAN LUCAS S.H.,CATAMARCA,15100492324443,CAPITAL,CAPITAL,4700
DISPENSARIO DR. GROPPO-POST-VIA,BUENOS AIRES,50066792207137,AMERICA,RIVADAVIA,6237
DIAGNOSTICO MERLO,BUENOS AIRES,50065392307140,MERLO,MERLO,1722
CENTRO MEDICO SUPERIOR LUJAN,BUENOS AIRES,50064972307145,LUJAN,LUJÁN,6700
"INSTITUTO CAMPBELL DE ORTOPEDIA ,TRAUMATOLOGIA Y FISIATRIA S.R.L",TUCUMÁN,50900842396930,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
INSTITUTO ARTRO TRAUMATOLOGIA INTEGRADA,TUCUMÁN,50900842396940,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE SALUD N° 44 - BARRIO BELLA VISTA,CÓRDOBA,50140142233270,CORDOBA,CAPITAL,5000
SANATORIO LOS LAPACHOS,JUJUY,10380142350497,PERICO,EL CARMEN,4606
HOGAR DE ANCIANOS SAN VICENTE DE PAUL BRAGADO,BUENOS AIRES,15061122307312,BRAGADO,BRAGADO,6640
CENTRO ODONTOLOGICO SYBE,TUCUMÁN,50900842396898,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO MEDICO ODONTOLOGICO- FUNDACION GAVINA,TUCUMÁN,50900842396899,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
POLICONSULTORIO SAN JOSE,CORRIENTES,50180212339547,CORRIENTES,CAPITAL,3400
CENTRO DE SALUD A. LACOPPOLA,BUENOS AIRES,50068262206952,TRENQUE LAUQUEN,TRENQUE LAUQUEN,6400
HOSPITAL OFTALMOLOGICO MUNICIPAL NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,BUENOS AIRES,14065152206820,LOS POLVORINES,MALVINAS ARGENTINAS,1613
HOGAR DE DISCAPACITADOS DE ADULTOS FINOSA NORTE,BUENOS AIRES,14064412307159,VILLA ELISA,LA PLATA,1894
CENTRO DE EDUCACION MEDICA E INVESTIGACIONES CLINICAS NORBERTO QUIRNO (C.E.M.I.C.),BUENOS AIRES,50067562307274,SAN ISIDRO,SAN ISIDRO,1642
INTERGEMED SRL INTERNACION DOMICILIARIA,BUENOS AIRES,53064412307329,LA PLATA,LA PLATA,1900
HOGAR DE CIUDADOS MINIMOS ULISES D ANDREA,BUENOS AIRES,15065322107334,MERCEDES,MERCEDES,6600
DIM CLINICA PRIVADA,BUENOS AIRES,14064272307335,RAMOS MEJIA,LA MATANZA,1704
ENRICA MATTEI SA (A),BUENOS AIRES,13066382307343,PILAR,PILAR,1629
CONSULTORIOS MEDICOS MAIPU,BUENOS AIRES,50065392307358,MERLO,MERLO,1722
DIAVERUM ARGENTINA SEDE SAN JUSTO (2116),BUENOS AIRES,52064272307359,SAN JUSTO,LA MATANZA,1754
C.I.C. ARISTOBULO DEL VALLE,MISIONES,50540142065202,ARISTOBULO DEL VALLE,CAINGUÁS,3364
HOSPITAL DE DIA ANDALUE,BUENOS AIRES,52065682307377,MORON,MORÓN,1708
CENTRO DE INTERNACION DOMICILIARIA EVITAR,BUENOS AIRES,53064412307394,LA PLATA,LA PLATA,1900
C.I.C 910 PALMIRA.-,MENDOZA,50500982158784,PALMIRA,SAN MARTÍN,5584
CENTRO DE SALUD N° 56 - BARRIO EMPALME,CÓRDOBA,50140142233211,CORDOBA,CAPITAL,5000
SERVICIO COORDINADO ASISTENCIAL.-,MENDOZA,53500212358853,GODOY CRUZ,GODOY CRUZ,5501
CRUZANDO FRONTERAS - (CET),BUENOS AIRES,52063572306743,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
HOGAR GERIATRICO   ( 17 DE AGOSTO),BUENOS AIRES,15066512206791,17 DE AGOSTO,PUÁN,8129
RESIDENCIA DEL CARMEN (HOGAR GERIATRICO),BUENOS AIRES,15066022306792,CARMEN DE PATAGONES,PATAGONES,8504
CAPS N° 25 BO. 9 DE JULIO,BUENOS AIRES,50061262206929,CAMPANA,CAMPANA,2804
UNIDAD FUNCIONAL MALVINAS ARGENTINAS,BUENOS AIRES,50065152207108,LOS POLVORINES,MALVINAS ARGENTINAS,1613
GEDAVE CENTRO GASTROENTEROLOGICO DE AVELLANEDA,BUENOS AIRES,14060352307217,AVELLANEDA,AVELLANEDA,1870
CENTRO ESPECIALIZADO EN DESORDENES ALIMENTARIOS,BUENOS AIRES,50068612307218,FLORIDA,VICENTE LÓPEZ,1602
CENTRO MEDICO ODONTOLOGICO  NUESTRA SEÑORA DE LOURDES,TUCUMÁN,50900142396923,ALDERETES,CRUZ ALTA,4178
CENTRO HIRSCH (DYG),BUENOS AIRES,14067602307268,SAN MIGUEL,SAN MIGUEL,1663
CENTRO MEDICO LABORAL CASANOVA,TUCUMÁN,50900842396946,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO ODONTOLOGICO AVANZADA,TUCUMÁN,50900842396953,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
HOGAR DE ANCIANOS DOMINGA BOGLIONE DE MARCONETTI,CÓRDOBA,15141402233248,LA FRANCIA,SAN JUSTO,2426
CENTRO DE SALUD N° 23 - BARRIO ROSEDAL ANEXO,CÓRDOBA,50140142233251,CORDOBA,CAPITAL,5000
CENTRO DE SALUD N° 40 - BARRIO LAS FLORES,CÓRDOBA,50140142233256,CORDOBA,CAPITAL,5000
CENTRO DE SALUD N° 39 - BARRIO FERRER,CÓRDOBA,50140142233258,CORDOBA,CAPITAL,5000
PROMI EMERGENCIAS MEDICAS.-,MENDOZA,53500282358829,DORREGO,GUAYMALLÉN,5519
CLINICA SCHWEIZER.-,MENDOZA,50500212358851,GODOY CRUZ,GODOY CRUZ,5501
SALA DE 1ROS. AUXILIOS SAN CAYETANO,SANTIAGO DEL ESTERO,50861472292869,TERMAS DE RIO HONDO,RÍO HONDO,4220
SALA DE PRIMEROS AUXILIOS DR. MUZI,BUENOS AIRES,50068192206875,TRES PICOS,TORNQUIST,8162
CONSTRUIR SALUD POLICLINICA DE LA OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION - C.E.M.A.P.,BUENOS AIRES,50067632306888,SAN NICOLAS DE LOS ARROYOS,SAN NICOLÁS,2900
NEXTDIAL,BUENOS AIRES,52063572306911,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
CENTRO DE DIA MUNICIPAL,BUENOS AIRES,52067142206973,SALTO,SALTO,2741
POLICLINICA 4 DE MAYO,BUENOS AIRES,50065682306975,MORON,MORÓN,1708
HOGAR DE ANCIANOS ARROYO CORTO,BUENOS AIRES,15067002207004,ARROYO CORTO,SAAVEDRA,8172
GALBER CENTRO DE REHABILITACION PARA DISCAPACITADOS,BUENOS AIRES,52064412306999,LA PLATA,LA PLATA,1900
SAN GABRIEL HOGAR GERIATRICO,MENDOZA,15500352358875,LA COLONIA,JUNÍN,5570
CENTRO DE MEDICINA Y ESTETICA (CIME),TUCUMÁN,50900842396904,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE ESPECIALIDADES MEDICAS,TUCUMÁN,50900842396905,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
INSTITUTO DE REHABILITACION INTEGRAL CATAMARCA IRI S.R.L.,CATAMARCA,52100492324461,CAPITAL,CAPITAL,4700
CENTRO INTEGRAL DE REUMATOLOGIA,TUCUMÁN,50900842396970,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
FUNDACION IPNA (INSTITUTO PSICOPEDAGOGICO DE NIVELACION ARANGUREN) (D),BUENOS AIRES,52061342307464,ALEJANDRO PETION,CAÑUELAS,1808
"CENTRO DE REHABILITACION Y CENTRO DE ESTIMULACION TEMPRANA, REDES",BUENOS AIRES,53062602307479,MONTE GRANDE,ESTEBAN ECHEVERRÍA,1842
CONSULTORIO DE IMAGENES DRA MARISA OZUNA,SANTA CRUZ,50780212383316,RIO GALLEGOS,GÜER AIKE,9400
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JAC,CÓRDOBA,53140212333425,UNQUILLO,COLÓN,5109
ATI ATENCION TERAPEUTICA INTEGRAL,SANTA CRUZ,50780212383336,RIO GALLEGOS,GÜER AIKE,9400
CIC N° 23-LA QUIACA (21),JUJUY,50381122150506,LA QUIACA,YAVI,4650
CENTRO DE DIA AMIGOS ESPECIALES Y CENTRO DE APOYO A LA INTEGRACION ESCOLAR,CÓRDOBA,50140142333446,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO C.I.D,CÓRDOBA,53140142333447,CORDOBA,CAPITAL,5000
CENTRO ODONTOLOGICO DENTAL DAS SRL,CABA,53020012317710,RECOLETA,COMUNA 2,1425
LABORATORIO DE ANALISIS CLINICOS Y CONSULTORIO MEDICO BERON,SAN JUAN,50700282377550,SAN JUAN,CAPITAL,5400
A.M.E.M.,MENDOZA,52500282358920,DORREGO,GUAYMALLÉN,5519
OPTICA RADA TILLY,CHUBUT,53260212329416,RADA TILLY,ESCALANTE,9001
SERVICIO DE TRASLADO BAJO TRATAMIENTO CRONICO GUS-CAR,CÓRDOBA,53140142333709,CORDOBA,CAPITAL,5000
CENTRO DE REHABILITACION Y ESTIMULACION DEL APRENDIZAJE CREA,NEUQUÉN,50580352367462,NEUQUEN,CONFLUENCIA,8300
CENTRO DE ENDOCRINOLOGIA Y RADIOINMUNOANALISIS C.E.R. S.H,NEUQUÉN,51580352367469,NEUQUEN,CONFLUENCIA,8300
SERMEC INTERNACION DOMICILIARIA,CHUBUT,53260772329422,TRELEW,RAWSON,9100
CENTRO DE ASISTENCIA RENAL DE CUTRAL-CO  S.R.L.,NEUQUÉN,52580352367472,CUTRAL CO,CONFLUENCIA,8322
CONSULTORIOS MEDICOS DEL DR. PABLO IDIAZABAL,NEUQUÉN,50580352367479,NEUQUEN,CONFLUENCIA,8300
CENTRO DE SALUD LOS PINOS - PARAJE EL CARAMELO - ZONA RURAL,SANTA FE,50820842186542,VILLA AMELIA,ROSARIO,2101
CENTRO DE INVESTIGACIONES MEDICAS CIM,BUENOS AIRES,50062742307453,VILLA VATTEONE,FLORENCIO VARELA,1888
CENTRO DE SALUD CALIDAD MEDICA S.A.,CÓRDOBA,50140422333288,VILLA MARIA,GENERAL SAN MARTÍN,5900
CENTRO PRIVADO DE SALUD MENTAL INTEGRITAS,CÓRDOBA,50140142333304,CORDOBA,CAPITAL,5000
CENTRO DE ATENCION PERSONALIZADA,CÓRDOBA,50140142333353,CORDOBA,CAPITAL,5000
CONSULTORIO DE PSICOLOGIA,CÓRDOBA,50140142333372,CORDOBA,CAPITAL,5000
CENTRO DE REHABILITACION DEL NOA,TUCUMÁN,50900842396989,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE ESPECIALIDADES MEDICAS AMBULATORIAS CEMA,BUENOS AIRES,50063572207483,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
CENTRO DE DIA NUEVA VIDA,BUENOS AIRES,52064412307496,MANUEL B. GONNET,LA PLATA,1897
CENTRO PRIVADO DE OFTALMOLOGIA S.R.L,CÓRDOBA,50140422333453,VILLA MARIA,GENERAL SAN MARTÍN,5900
CENTRO DE ATENCION PRIMARIA DE LA SALUD SAN PATRICIO,BUENOS AIRES,52062172207498,LEZAMA,LEZAMA,7116
CONSULTORIOS DE ATENCION AMBULATORIA SORIA,SAN JUAN,50700282377537,SAN JUAN,CAPITAL,5400
CENTRO MEDICO PRIVADO 25 DE JUNIO,CÓRDOBA,50140142333634,CORDOBA,CAPITAL,5000
CENTRO UROLOGICO INTEGRAL VILLA MARIA,CÓRDOBA,50140422333646,VILLA MARIA,GENERAL SAN MARTÍN,5900
CENTRO MEDICO DEBORA SRL,CABA,50020012317649,MATADEROS,COMUNA 9,C1440CNM
UPAS N° 6 - BARRIO ESTACION FLORES,CÓRDOBA,50140142233673,CORDOBA,CAPITAL,5000
CENTRO DE SALUD DEL CENTRO DE JUBILADOS Y PENSIONADOS LA CASITA DE MIS VIEJOS,CÓRDOBA,51140142833677,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ALAVA,CÓRDOBA,53140142333683,CORDOBA,CAPITAL,5000
ADSUM,BUENOS AIRES,13066382307532,DEL VISO,PILAR,1669
ASOCIACION MUTUAL DE PROFESIONALES DEL HOSPITAL ITALIANO,CABA,50020012317653,ALMAGRO,COMUNA 5,1199
LICEO MILITAR GENERAL  ESPEJO.-,MENDOZA,50500072458900,7A. SECCION,CAPITAL,5500
POSTA SANITARIA BICENTENARIO,CÓRDOBA,50141402233359,EL TIO,SAN JUSTO,2432
REHABILITACION COFICO CENTRO PRIVADO DE SALUD,CÓRDOBA,50140142333411,CORDOBA,CAPITAL,5000
HOGAR DE ANCIANOS NUESTROS TIEMPOS,BUENOS AIRES,15066512207484,VILLA IRIS,PUÁN,8126
CENTRO PRIVADO AIPAA,CÓRDOBA,50140142333429,CORDOBA,CAPITAL,5000
AMUN CENTRO DE REHABILITACION CON INTEGRACION ESCOLAR,CÓRDOBA,50140142333431,CORDOBA,CAPITAL,5000
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO E.M,CÓRDOBA,53140142333432,CORDOBA,CAPITAL,5000
HOGAR DE ANCIANOS MULEHUE,CÓRDOBA,15140352233741,ITALO,GENERAL ROCA,6271
DISPENSARIO MUNICIPAL LAGUNA LARGA,CÓRDOBA,50141192233743,LAGUNA LARGA,RÍO SEGUNDO,5974
CEMEC - CENTRO MEDICO EL CRISTO,TUCUMÁN,50900842397048,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO MEDICO DR. VIGNOLI,TUCUMÁN,50900422397039,JUAN BAUTISTA ALBERDI,JUAN BAUTISTA ALBERDI,4158
CENTRO TERAPEUTICO DEL LENGUAJE Y LA AUDICION,TUCUMÁN,50900842397041,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
DIRECCION DE EMERGENCIAS MEDICAS MUNICIPAL 107,CÓRDOBA,53140142233746,CORDOBA,CAPITAL,5000
OPTICA 10,TIERRA DEL FUEGO,53940072395176,RIO GRANDE,RÍO GRANDE,9420
CENTRO DERMATOLOGICO,TUCUMÁN,50900842397043,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
ABC VENTA DE EQUIPAMIENTOS Y PRODUCTOS MEDICOS Y DE LABORATORIO,TIERRA DEL FUEGO,53940072395185,RIO GRANDE,RÍO GRANDE,9420
CENTRO DE DIA CI.DE.LI. (D),BUENOS AIRES,52063572307463,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
CENTRO MEDICO CLIMEGEN,SAN JUAN,50700772377503,RAWSON,RAWSON,5425
IPAC CARAFFA,CÓRDOBA,50140142333370,CORDOBA,CAPITAL,5000
CONSULTORIOS ODONTOLOGICOS SANCHO Y SANCHO,RÍO NEGRO,50620072370460,VIEDMA,ADOLFO ALSINA,8500
CENTRO MEDICO DE ATENCION PRIMARIA (CEMAP) OSPECOM,SANTA FE,50820842386528,ROSARIO,ROSARIO,2000
HOSPITAL FLORENCIO DIAZ,CÓRDOBA,10140142133413,CORDOBA,CAPITAL,5000
CONSULTORIO MEDICO Y ODONTOLOGICO MORETTI,SAN JUAN,50700282377542,SAN JUAN,CAPITAL,5400
CENTRO DE DESARROLLO Y APRENDIZAJE ANDAMIO,TUCUMÁN,50900842397011,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CONSULTORIOS DE ATENCION MEDICA Y DE PSICOLOGIA BERBARI,SAN JUAN,50700282377547,SAN JUAN,CAPITAL,5400
NUEVO ARCOBALENO ASOCIACION CIVIL (CENTRO DE DIA Y CENTRO EDUCATIVO TERAPEUTICO),BUENOS AIRES,52063572307461,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
CENTRO MUTUAL JUSTO DARACT,SAN LUIS,50740352380282,JUSTO DARACT,GENERAL PEDERNERA,5738
ODONTOS,NEUQUÉN,50580352367258,NEUQUEN,CONFLUENCIA,8300
CENTRO FUNDACION MENTES ABIERTAS A LA INTEGRACION,CÓRDOBA,50140142333340,CORDOBA,CAPITAL,5000
INSTITUTO MEDICO INTEGRAL,SAN JUAN,50700562377524,SAN JOSE DE JACHAL,JÁCHAL,5460
CENTRO PROVINCIAL DE SANGRE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,53860492192883,SANTIAGO DEL ESTERO,CAPITAL,4200
CAPS OTTO KRAUSSE,RÍO NEGRO,50620422170494,CHICHINALES,GENERAL ROCA,8326
RENNIUS S.A.,SALTA,52660282373666,SALTA,CAPITAL,4400
OPTICA LOPEZ 1 (SAN MARTIN),TIERRA DEL FUEGO,53940072395186,RIO GRANDE,RÍO GRANDE,9420
CENTRO EDUCATIVO TERAPEUTICO DIA A DIA,TUCUMÁN,50900842397049,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO MEDICO Y ODONTOLOGICO MEDERI,TUCUMÁN,50901192397050,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4107
CENTRO MEDICO SAN GERARDO,TUCUMÁN,50901052397051,LOS NOGALES,TAFÍ VIEJO,4101
CENTRO MEDICO ROVARINI,TUCUMÁN,50900842397052,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE DIA DE SALUD MENTAL,CHUBUT,52260072129390,PUERTO MADRYN,BIEDMA,9120
CENTRO DE MEDICINA VASCULAR CORAZON DE JESUS,TUCUMÁN,50900842396971,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CITANU - CENTRO DE INVESTIGACION EN TRASTORNOS ALIMENTICIOS Y NUTRICIONAL,JUJUY,50380212350501,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
GERIATRICO MARTINA PEROZCA POZZI DE GARCIA,CÓRDOBA,15141822233389,PUEBLO ITALIANO,UNIÓN,2651
SALA DE DIAGNOSTICO POR IMAGENES C.I.M.E.C. CENTRO DE IMAGENES MEDICAS COLON,ENTRE RÍOS,51300082342653,COLON,COLÓN,3280
CENTRO PRIVADO DE SALUD UN CAMINO,CÓRDOBA,50140142333394,CORDOBA,CAPITAL,5000
C.I.C. - CAMPO RAMON,MISIONES,51540912265206,CAMPO RAMON,OBERÁ,3361
CONSULTORIO OFTALMOLOGICO  (DR MURO DR PEÑALOZA ),SANTA CRUZ,50780212383320,RIO GALLEGOS,GÜER AIKE,9400
CENTRO DE SALUD FIAMBALA,CATAMARCA,10101052324585,FIAMBALA,TINOGASTA,5345
CLINICA ARGENTINA,CABA,14020012317750,PARQUE AVELLANEDA,COMUNA 9,1407
EL SOLAR,CHUBUT,15260072329417,PUERTO MADRYN,BIEDMA,9120
CENIS,CHUBUT,52260072329418,PUERTO MADRYN,BIEDMA,9120
CENTRO DE SALUD RADA TILLY,CHUBUT,50260212129420,RADA TILLY,ESCALANTE,9001
C.E.O. CENTRO ESPECIALIDADES ODONTOLOGICAS SH.,MISIONES,51540282365694,POSADAS (MUNICIPIO DE POSADAS),CAPITAL,3300
OPTICA ALMA,SALTA,53660282373661,SALTA,CAPITAL,4400
POLICLINICO NEUQUEN - SERVICIO DE RADIOLOGIA DE MEDICINA XXI S.A.,NEUQUÉN,51580352367468,NEUQUEN,CONFLUENCIA,8300
DERMATOLOGIA Y ESTETICA,TUCUMÁN,50900842396965,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
EXTRABERRIES S.A.,SALTA,51661122373636,SAN JOSE DE METAN,METÁN,4434
HOSPITAL DE DIA CENTRO ASISTENCIAL NEUROPSIQUIATRICO,BUENOS AIRES,50064272307454,RAMOS MEJIA,LA MATANZA,1704
INSTITUTO DE REHABILITACION INTEGRAL SRL (IRI) ANEXO HOGAR MI CASA,CATAMARCA,14101122324462,SANTA ROSA,VALLE VIEJO,4707
GERIATRICO MUNICIPAL DE PASCANAS,CÓRDOBA,15141822233390,PASCANAS,UNIÓN,2679
ESTABLECIMIENTO SANITARIO PERIFERICO SUBOFICIAL FRANCISCO ACEVEDO,CATAMARCA,50100632124581,LA TERCENA,FRAY MAMERTO ESQUIÚ,4707
LAB DE ANALISIS CLINICOS  RODRIGEZ-ARMANDO SRL,RÍO NEGRO,51620212370475,SAN CARLOS DE BARILOCHE,BARILOCHE,8400
INSTITUTO DE OJOS,CHUBUT,50260212329413,COMODORO RIVADAVIA,ESCALANTE,9000
LABORATORIO PADRO,SANTA CRUZ,51780142383338,PUERTO DESEADO,DESEADO,9050
GABINETE DE KINESIOLOGIA - LIC. PARISI,SANTA CRUZ,52780142383339,LAS HERAS,DESEADO,9017
SER SALUD S.R.L.,SANTA CRUZ,50780142383341,CALETA OLIVIA,DESEADO,9011
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO GENS,CÓRDOBA,53140142333433,CORDOBA,CAPITAL,5000
